,is_spoiler,text
42,True,"The Shawshank Redemption offers a life lesson; that no matter what, hope must never be lost. Hope is a good thing. In addition, it shows the true benefits of friendship, of those that care for you.Andy Dufresne was sentenced to two life sentences for the murders of his wife and the ""fella she was banging."" Inside, he meets Red. Red will learn a lesson from Andy, that hope cannot be stripped from you, no matter what is done to you, no matter what happens, no matter how we suffer, hope will always be there to comfort us. Andy's education gets him benefits with the warden, who makes him his ""financial pet"" for his money laundering activities. He does not know however, that his world is going to come crashing down on him.This movie has had a very poignant and influential impact on myself. I do not get tired of seeing it, and every time I do, I feel like nothing in this world can hurt me. Only one word comes to my mind when describing the power and beauty of this movie. Perfect.Hope will set you free."
43,True,"I have a friend who hasn't seen the Shawshank Redemption, and his comment was essentially this: ""I hate prison movies, and I hate religion movies, so I'm not gonna see a flick that has both aspects in it."" His loss. This movie, based on a Stephen King novella, is on my all-time top ten. Of course it has morals and many lessons we can learn, but bottom line, it is a great movie. Even though we know that Tim Robbins is innocent, he acknowledges his guilt on a more subtle level, his failure to be a good person. That he is in prison affords him the opportunity to become a ""good"" man for the first time in his life. He touches the soul of many inmates, in that he educates them in some of the finer things in life, namely, good music and great literature. (He corrects an inmate's pronunciation of Alexandre Dumas' last name from ""Dumbass"" to the correct ""Dumah"") The last quarter of the movie is spot-on great. We are always touched by redemption themes, just look at how popular ""Scrooge"" and ""It's a Wonderful Life"" have become over the years. Shawshank simply is too good to miss."
44,True,"(slight spoilers, nothing crucial) This is a competent movie, but its presence in the rankings completely baffles me -- it might as well be 'The Pelican Brief'. Its scenes are schematics into which emotion might be put (for example, the schematic of the despairing ex-prisoner Red), but they lack the ragged richness of real feeling.  Where 'Kiss of the Spider Woman' overwhelms us, this shows us a series of events."
45,True,"The basic story for this dreadful movie is Andy Dufresne is a young and successful banker whose life changes drastically when he is convicted and sentenced to life imprisonment for the murder of his wife and her lover. Set in the 1940's, the film shows how Andy, with the help of his friend Red, the prison entrepreneur, turns out to be a most unconventional prisoner i think am missing something with this movie, having now seen it twice. Its 1 of the most predictable boring movies i have ever seen. The bit were all the prisoners stop and listen to the opera music is just laughable. This just would not happen with hardened prisoners. This is also one of the poorest performances i have seen from Morgan freeman, why he took this role on i will never know. Go watch the Green Mile, its much finer work from the duo of Stephen King and Frank Darabont"
46,True,"Definitely NOT your ordinary Stephan King adaptation. 'The Shawshank Redemption' is one of the few movies I've seen, where emotion and story are perfectly blended into one absolutely AMAZING story! You can feel the terror from Andy's trial, you can feel the happiness from the beer on the roof scene,the anger from scenes involving The Sisters, the shock when he learns that Tommy was killed, and the hope, joy and happiness gathered together when Andy escapes.The acting was amazing, the adaptations from the book were spot-on, this is the greatest adaptation I have ever seen. Of all the people in the world, I have never met one person who didn't enjoy it.If you haven't seen it; why are you sitting there? Go out and rent it and see for yourself, how amazing this film is!"
47,True,"Andy Dufresne (Tim Robbins) is convicted of murdering his wife and her lover, and is sent to Shawshank prison: For Life. Andy is a very intelligent man, a hot shot banker when he was free, and now he's just a number, at the mercy of Warden Norton (Bob Gunton) and his head guard, Byron Hadley (Clancy Brown).Andy is a quiet man, but manages to attract the attention of the sisters (Barely Human Homosexual rapists) led by Bogs (Mark Rolston) and he begins his prison life, desperately fighting his admirers, sometimes he'd win, sometimes he'd lose, but he always stayed quiet.Red (Morgan Freeman) is the man who can get things, and he is Andy's first friend on the inside. We witness Andy's relationships with Red, the Guards, the Warden, the sisters and the rest of the inmates, develop through Morgan Freeman's perspective, but always revolving around Andy. In his time there he successfully wins personal battles, gains favour with the guards and inmates alike, and restructures the rehabilitation of so many with his unwavering persistence and drive.All the members of the cast are more than adequate, but i have to single out Freeman and Robbins. Freeman guides the viewing audience in an informative and subtle manner, and Robbins, in his finest performance ever, gives us hope and wisdom, as he manipulates the powers around him so cleverly, to make life as easy as he can for all his fellow inmates.The Movie is very powerful and moving throughout, and it doesn't shy away from the darker aspects of prison life. And at the end when the climax falls into place, you will be left completely satisfied by its unquestionable brilliance.For those who have not seen this movie, all i can say is watch it.10/10"
48,True,"** Some spoilers about the general storyline **I had some expectations regarding this movie, because of the excellent rating it got here. To start with the positive: the acting (especially by the two protagonists) is indeed of the highest level, and some scenes really grip you. The camera-work is also excellent (beautiful prison-building!)The story of this movie is a 13-in-a-dozen story about someone who (of course) is wrongly sentenced to a long story; who meets his new friend (mostly an elderly person), who makes enemies and defeats them, who turns his long-stay into something good, then is betrayed by his corrupt warden, etc. etc. Sometimes it even got a bit cheesy, the way in which all the prison cliché's were displayed.I could recommend this movie to you, if you are looking for a nice drama with good acting and good camera. Don't expect an Oscar-worthy movie, though."
49,True,"Over-long, boring, tedious, over-acted and very very very very very OVER-RATED. Hell knows what goes through the minds of people to vote this the 2nd best film EVER!! I first saw the cut down version lasting 1 hour 25 minutes, and it was still too long.I wouldn't mind but it's so drawn-out, fanciful and pathetic. The things that happen in that prison would never happen, just because some nerdy bank manager has ""hope..."" Give me a break! Which soap opera did that sad line come from! No wonder it was initially ignored, and it should be continued to be ignored. Robbins, who is accused and wrongly convicted for the murders of his wife and her lover, never ages. At one point he HAS TO ""remind"" us he's been in jail for 12 years, because it only looks like a week.Yet did you see the way he really changed in 12 years from 1994 to 2006. He looks a much older man. And of course he does, he's 12 years older!! In the Shamshank Dedeption he never aged one day in 12 years, and his hair is even cut the same style.Even when we then go forward something like 20 years, he still looks the same, never aged at all, apart from a few bluey grey hairs at the sides. And after he escapes (after 20 years of tunnelling through thick concrete with a a small screwdriver), he meets up with his old buddy Freeman, who got out of jail legally. And get this, BOTH look younger than when they first went in.By my reckoning Tim Robbins should now be about 70, and Morgan Freeman in his early 80s, yet both after serving their time still look barely 40.And what a load of talkative rubbish. The most boring over-hyped-up film in history. Complete twaddle. God knows how on earth I watched all of it, but I did if for a bet, 'cause I cannot stand it. Wasn't worth a UK tenner anyway!! My vote, 2 out of 10 for a mediocre drama.Get a life, if this is the ""best"" film you've even seen. Better still, get a cinema ticket!!!! Or rent a DVD. And more than one!!"
50,True,"The movie is definitely one of the best movies i have ever seen, but to be honest, the movie is also greatly overrated in many ways. I believe that the reason the movie is so popular is because of the huge wave of popularity towards voting it up. As the movie portrays the continuous struggle for the main character, Andy Dufresne, you are in suspense, and locked by the question whether he did it or not. And even though he keeps doing good and honorable thing for the guards and his fellow inmates. There was in my experience not a moment before he escaped where you are absolutely certain that he did not do it. This is the thing that captivates a lot of people i think, and i follow this aspect, and i understand it. But even though this movie, in my opinion does not have any flaws, it is still not perfect, and i do not think that it is the best, not flawed feature film ever made."
51,True,"Where do I start? When I first heard of The Shawshank Redemption I immediately wanted to watch it, mostly of its title, so as I always do I looked it up on IMDb and looked at the rating. It was the highest ranked movie on IMDb, and of course I would give it a go. The beginning was very interesting, with Andy being convicted of double homicide and seeing the lean-back of what happened. Him being found guilty, serving two life sentences in the toughest prison in America, Shawshank. I thought it would be another overrated boring movie like The Godfather, but no, it caught my attention from the start and never lost it either. The dramatic scenes, it gives you a glance of how it is in prison, the emotional scenes. It is all a masterpiece, there is a reason to why it is the best movie I have ever watched and probably will ever watch. The amazing acting, plot and moderate length. The last scene, with ""Red"" walking up the beach towards Andy and the credits slowly rolling in, it makes you beg for it to never end. When it comes to movies I can sometimes get a little emotional if its a good movie, which Shawshank is. It definitely deserves the spot as #1, I cannot understand how it didn't win an Oscar.I really recommend this movie to anyone who wants a good weekend, but get a load of potato chips and soda, since you will finish it all up very fast."
52,True,"I had heard a lot about this movie being a 'classic' and a 'must-see' and normally that negatively impacts my view of a movie because unrealistic expectation often ruins the true quality of a movie. This movie, however, managed to surpass all my expectations.I didn't know much concerning the story, except that it was a movie set in a prison but it's so much more than that. The major theme that became apparent to me throughout this movie was how we regard as good and evil is largely dependent on the storyteller and how he chooses to paint the heroes/villains. Convicted felons are not usually considered 'heroes' or people that you root for and want to succeed but the story is about so much more than that. The Shawshank Redemption is about hope and more importantly the struggle to maintain it, when the world is doing its best to crush it.Tim Robbins and Morgan Freeman's on-screen chemistry is amazing. There are no weak scenes, no wasted dialogue. They are the best things about the movie, they make you believe, they make you hope."
53,True,"Personally I was, and I am ashamed to say this, quite late to join the huge number of film fans that would hold The Shawshank Redemption within their Top 5 films of all time - if not number 1. If you're wondering mine is ""The Princess Bride"", childhood favourite but that's beside the point.I think the first time I watched it was in 2006 and I instantly fell in love with it. I now watch the film at least 5/6 times a year without fail and I am hardly ever far from tears of joy by the end.If you use the old analogy of ""If an alien came to earth show them how..."" to make a film, you would show them this as the blueprint.Just brilliant."
54,True,"I'd heard about this film a few years ago and I'd heard it was good. I was lied to. This film wasn't good, It was outstanding! I can't believe I never watched this sooner! From the opening scenes where the mysterious Andy Dufresne is being dragged into hell to the credits as Red runs across the beach to him, this film was, in a word, Perfect! No holes to spot, almost everything was completely accurate, Probably some of the best script I've ever heard and a brilliant story. Normally, If a film goes over two hours, I start to get a little bored and I end up wanting the film to end but this was completely the opposite! I never wanted this to end and the hefty 140 minutes get you wanting more and the story drew me in so much, I felt as if I was there. Normally with films adapted from Stephen King books, they don't do so well on the big screen but this has proved that wrong! Overall, I like this film because it's realistic, it goes into great depth and the story is so gripping, you can't take your eyes off the screen and this film will always be there at the top as one of my favourite films ever!"
55,True,"This film is about hope, friendship and redemption. It has solid performances from Morgan Freeman, Tim Robbins and Bob Gunton (the warden). Freeman masterfully narrates and he is the life blood of this film. You experience everything through him; friendship, despair, hope, redemption and happiness. The musical score is nothing short of fantastic and really elevates some of the more moving scenes in the film.Firstly, this film is about hope. Andy is wrongly accused of murder and is sent to Shawshank prison. He has no friends and is quickly picked on at arrival because of his quiet, unassuming nature. But as time passes, the other inmates begin to respect Andy because he doesn't allow prison to break him. Andy perseverance is so strong that it begins to rub off on the others. I think to really get this film, you need to step away from the context of it just being a prison movie. You could say the prison is life. The warden and the guards are problems, trials and troubles in life that can test and possible break you.No matter how bad things yet, no matter what brutal things you have to endure, you've gotta hold out hope, you gotta hang on, you have to believe you're gonna get through it. This is about the very nature of the human spirit, told in a very simple, straight forward way.This film is also about the power of friendship. I think Hollywood seems to have a hard time portraying a meaningful, male friendship and just resorts to endless buddy and stoner movies. Shawshank does a great job of this. I felt this aspect of the film was told in 2 parallel stories. The first was the old librarian, Brooks. When he was released, he struggled to adapt to the new world. As Red says, he had become institutionalized so much so that without Shawshank he felt alone, afraid and had no purpose. In the end, it was just too much for him to bear. Easily one of the more heartbreaking scenes in the film, gets me every time. When Red is released, he faces the exact same challenges that Brooks did. And he too struggled and almost lost hope. The only thing that kept him him going, was his friendship with Andy. As Freeman narrates:""There's a harsh truth to face. No way I'm gonna make it on the outside. All I do anymore is think of ways to break my parole, so maybe they'd send me back. Terrible thing, to live in fear. Brooks Hatlen knew it. Knew it all too well. All I want is to be back where things make sense. Where I won't have to be afraid all the time. Only one thing stops me. A promise I made to Andy.""It was literally the only thing he felt worth living for and a key part of the film I think people forget. And before Andy left prison, you could see how it deeply affected Red. He had lost his friend and the heartbreak of it was written all over Freeman's face, fantastic acting if you ask me; it was subtle, quiet suffering.And finally the film is about Redemption. Some people feel the redemption is Andy's. But I believe that Andy was just the agent of Red's redemption. At the start of the film Red was pretty much redesigned to life in prison. He had accepted that these were just the cards he was dealt and there was no real reason to feel otherwise; he had given up hope. The first few times he went for his parole hearing, Red was just going through the motions, he was just saying what he thought he had to get to be let out. It was completely insincere.You can see an the film progresses Andy changing Red. There's a great scene where Red mentions that he used to play the harmonica. Andy gets him one as a present and later, in a small but important scene, Red picks up the Harmonica and he quietly plays a note. For me this is where Red begins to believe again. But the key scene for me is the last parole hearing. Red has been so affected by Andy, that for the first time he has a genuine moment of repentance, where he honestly admits to his crime:""There's not a day goes by I don't feel regret. Not because I'm in here, or because you think I should. I look back on the way I was then: a young, stupid kid who committed that terrible crime. I want to talk to him. I want to try and talk some sense to him, tell him the way things are. But I can't. That kid's long gone and this old man is all that's left. I got to live with that. Rehabilitated? It's just a bullshit word. So you go on and stamp your form, sonny, and stop wasting my time. Because to tell you the truth, I don't give a bleep.""It really is just an incredible, moving scene, one of my all time favorites. Red is completely broken and regretful, it's nothing short of movie magic. And the ending? Well, let's just say it leaves me with a smile on my face. In my opinion this is the greatest film ever made. An incredibly powerful, uplifting story. If you haven't seen this, you need to.http://andretms.blogspot.ca/"
56,True,"This review contains spoilers so better see the film and then read my review.Sometimes it makes me wonder why this film didn't go well in the box office. Shawshank redemption is not just about a story where a man escapes from a jail. It captures the life of people who spend their life in jail. I believe that jail life and free life are almost similar. Sometimes we enjoy and sometimes we feel sad whether you live in jail or not. Sometimes life doesn't make any sense at all. Some people succeed in their lives with ease and some people faces a great deal of hardship and still won't succeed in their life. These people are forced to the point of desperation. What they should know is that all of us have a destiny to reach and the main thing which matters the most is ""hope"" which you should need until the moment you die. If you believe in yourself and have hope then one day you will reach your destiny in this life or in your after life.This film has really changed my way of looking the life."
57,True,"There have been many cases in film history when a film is terrific do to the actors. Then there are some films are great because of what was written. With The Shawshank redemption, IMDb's favorite film, in works in both cases. The acting is superb, and the film is incredibly well written and very justified.Tim Robbins plays Andy Dufrense, a banker who has been accused of murdering his wife and her lover. So he is sent to Shawshank prison, where he experience's lots of things. He forms a bond with Red(played terrificly by Morgan Freeman). The warden(played by Bob Gunton) hates him. He is raped. And all of this is leading to his escape after being in there for over twenty years.The Shawshank redemption, which is based on a shot story by Stephen King, is one of the most interesting films ever made. It'a also one of the best films ever made too. What is one way to tell: When you hear Morgan Freeman's narration, you know you're in good hands.The acting is explosive. Everyone does such a good job. The Shawshank redemption is a little long, but the length is tolerable. Mainly because from the opening scene the film has you hooked. Morgan Freeman gives the better performance of the two, but the duo of Robbins and Freeman is once in a lifetime.The Shawshank redemption was an Oscar upset. It was nominated for seven, including Best picture, Best actor(Morgan Freeman) and best writing. And it lost best picture to Forrest Gump, which is also a great movie. 94 was the year of Pulp fiction also. Another Oscar upset. I prefer Pulp fiction, but The Shawshank redemption is still one of the best films ever made.The Shawshank redemption:A+"
58,True,"This is a very, very, very, great film. It's my all time favorite. First of all the acting is f**king great. My favorite actor in the entire film is easily Morgan Freeman. He should have won that Oscar! The fact that he didn't is a f**king disgrace. Now the music to this movie is not to memorable but is still great and sets the mood for the film. Now the story line is brilliant. Andy Dufresne is accused of the murder of the wife and her secret lover, so he is sentenced to Shawshank State Prison. There he develops a friendship with a prisoner named Red. The sets in this movie are great. As expected. So in the end this is a great movie and you should really check it out."
59,True,"Stephen King's novella is a damn good yarn. The narrative is always engrossing, the source elements of Andy's secret are carefully placed without exciting attention, and you are delighted when events pan out as they do.Then Darabont adapts it, and a damn good yarn becomes something special. Part of this is the adaptation - a sensitive simplification, part of it is the casting, which is pitch perfect (Morgan Freeman's Red was always an Irish redhead when I read the story - now I can't read it without seeing Morgan Freeman). And most of it, I think, is the direction.The story unfolds in unhurried fashion, with us being unsure of Andy's guilt for much of the movie, but with a gradually building sense of injustice at the way those in power in the system can treat him (and others) unfairly. The secret doesn't come at the end, but at about the three quarters mark, and brings with it a huge emotional kick. And then the story is allowed to make its own way into a gentle and perfect end.This is, without any doubt, one of the most spiritually uplifting films I have ever seen."
60,True,"This movie is poetry. For those of you who've ever felt the way poetry rolls off of the tongue, you'll understand what I mean when I say this.The first thing that makes this movie great is Morgan Freeman's ability to narrate the way he does. His soft, yet ruff voice provides the audience with the belief that this man has endured many years of hardships and has gained wisdom and experience through trial and error. He is a natural story teller, so his ability as a narrator is natural and smooth; not forced, like so many other actors.Tim Robbins displays his acting ability beautifully and captures the audience with an intense amount of emotion, which seems to resonate in his eyes. The genius and wisdom of the character he portrays is a fascinating thing to watch unfold, as the story lays itself out, like a poster of Rita Hayworth.To say that this movie gives the audience hope would be unfair because this movie makes the audience want to live, love, experience life for all of its pleasures and its faults. It makes one appreciate the simple things and slow down a bit, to admire that which we pass a hundred times a day, but never truly see.To describe this movie as ""great"" would be an understatement because it is so much more than that. While it is brutal and realistic, it portrays humanity at our best and our worst, providing the audience with a mirror in which to reflect what lies within. By the time the credits roll, we're left speechless...and at the same time, wanting to share this masterpiece with those we love and cherish.Everyone should see this movie at least once in a lifetime to make us appreciate everything we have. Who would have thought someone could capture humanity this way? I guess a picture really is worth a thousand words......"
61,True,"This is beyond doubt my favourite movie of all-time. I am a Morgan Freeman fan and apart from Driving Miss Daisy, i have loved all his movies that i have seen. The Shawshank Redemption stands above all. I think it is a great movie with a sad overall story but a happy and just ending. The only other prison movie i like as much is the classic Clint Eastwood movie Escape from Alcatraz. The Shawshank Redemption has long been my favourite movie and even though i have the DVD, i still watch when it is on TV. 15 years since its release and i still haven't seen anything i like more. I would recommend this movie to everyone and if you haven't seen it yet, you must be living in a cave or something. If you are in a cave, get out and go see this fantastic movie. 10/10"
62,True,"When Shawshank begins, for about the first two minutes it seems nothing more than a made-for-TV movie. However, as the story progresses you find out how amazing it really is. Yet how can a film that contains rape, beatings and suicide make you feel so good at the end? Frank Darabont manages to do this so well. The Green Mile gives you a warm feeling at the ending, but not like this does. I just love the way it follows the subplot of Brooks right up until he kills himself. How touching that was to see an old man, let out of prison but without routine. He belonged in prison, not in the outside world.You forget at times that you are watching a movie. It sucks you in and moves you. If you haven't seen Shawshank you have missed out on one of the finest movies ever made. But don't worry - you're not beyond redemption! Watch it!"
63,True,This movie has many stories to tell. Every scene has its own story. I like the way Morgan freeman narrates in the movie which makes it all the more interesting. The scene where Andy gets beer for his coworkers. Also when he plays the two Italian singers on prison radio. Brooks last few days.And how Red comes to terms with his freedom. I recently watched it for the first time and can't believe how i could miss this for so long. I Also cant believe Morgan never won Oscar for this. I cant think of any better performance than this.Truly deserves the number one spot. Since last week i have watched it 3 times and plan to watch it again. Thank you Frank Darabont for giving us hope.
64,True,"I'll admit, I'd held off on seeing the Shawshank Redemption. I remained a little apprehensive; was this film as great as the masses of IMDb and particularly world wide were saying? From the moment I began watching this film to the very end, I was kept completely in awe at how beautiful and amazing this film is.The Shawshank Redemption is a film set in a US Prison, following the story of Andy Dufrense who was sent to Shawshank for a crime in which he did not forget. Here, he meets Ellis ""Red"" Redding (played by Morgan Freeman) an aged convict who, unlike the majority of the populace, accepts that he is a guilty man. The two develop a friendship over the lasting years, which evolves into what could be akin to brotherhood.The message of hope in this film is as inspirational as it is an interesting concept. Despite being convicted, Andy undertakes a quest to become a free man once more, even if it means breaking the laws and, as shown later in the film, breaking out of ShawshankThe acting in this film is simply outstanding. Morgan Freeman, providing both a character and the narration of said character, portrays his character in such a convincing way that one can't help but feel moved by his dialogue. Bob Gunton, who plays Warden Norton (an immensely corrupt individual), passes himself off in such a brilliant performance that I couldn't help but feel pure anger for the Warden throughout the movie.But perhaps what makes this movie so beautiful is the underlying messages. Despite being incarcerated for life without parole, Andy maintains hope, despite what the others say when he freely speaks of it. The evolving friendship of Red and himself delivers the message that not all criminals are rabid beasts, and that friendship can outlast the grim depression of a prison. Though I am by no means proud to admit it, I felt myself become watery-eyed several times throughout the film, particularly the letter sent by Brooks before he commits suicide, climaxing in a tragic, heart-breaking scene.Wherever you are in the world, you must see this movie. It will most certainly change your life. It did mine."
65,True,"Much has been written and praised (deservedly so) about ""The Shawshank Redemption."" The fact that it's #1 on this list gives me faith in humanity. Instead of talking about its obvious care with excellent writing, directing, editing and cinematography, I'll just say how much the film has meant to me personally. Its message of hope and, above all, perseverance, kept me going through many of life's travails. I think I responded to how it dealt with the day-to-day grind of life (albeit in dramatic fashion)and even the stress of boredom. The other thing it demonstrated was how profoundly one person can affect another without even saying much to them. After all, Andy and Red only have one true baring-their-souls conversation in 19 years together (One of the greatest scenes in the history of movies, by the way). Yet we are fully aware of how much these two meant to each other and how moved we are when they are reunited. It's a real spiritual journey (visually as well); almost like Red has died at the end (leaving Hell/Shawshank) and is reborn in Zihuatanejo (Heaven)to be rejoined with the one person who understands him. Just a marvelous, life-changing experience for me. My thanks to all who've supported and created this movie. It will live on and be remembered throughout the years as one of the pinnacles of human achievement."
66,True,"Why Shawshank Redemption isn't rated 9.9/10 is beyond me.What has caused me to reflect and comment on this film is the small things...99.9% of movies miss them. A movie is a photographic montage of images with sound and is meant to represent a story. Humans have always enjoyed stories from time immemorial huddled around fires in caves to modern things like FaceBook or YouTube, it's all about stories.Shawshank has many small instances that Frank Darabont included like when Red leaves a small note to Andy with a free poster when he returns from the hospital/isolation. Another small instance is when Andy gives Red the harmonica, it could easily not have been filmed but it touches everyone with its deeper meanings. It's a collage of many small instances that make it meaningful and memorable, over and over again.I am convinced that's why everyone loves this movie and watch it repeatedly, it's the small things that touch you. How many movies have given you the most important small message of all...of hope...it's the most powerful of goals we can have, hope really sets you free."
67,True,"When you look at IMDb's top 250 you see many famous and ambitious films like Star Wars, The Godfather, The Lord of the Rings and others. Not saying that these movies are bad (they are actually quite brilliant) they were made famous because of the publicity and the abilities these films had in the time. Star Wars started the sci-fi age, The Godfather made people interested in the secret society of the Mafia and Lord of the Rings brought life into the fantasy genre again. But what really made these sublime films so popular was the publicity and the fantastic special effects which costed certain amounts of money. In 1994 Frank Darabont decided to have a go on one of Stephen King's novels, not knowing what would happen. They made a film that is honest and that contains (on the contrary to Star Wars etc.) a vital lesson, a meaning and a message to all who watch it.This movie is redefining cinema. No explosions. No heart-stopping excitement. No, it's pure poetry, music and sublime acting. The overwhelming and intriguing story introduces banker Andy Dufresne (played by Tim Robbins) who was falsely convicted for a double life sentence in the heavily guarded establishment of Shawshank Prison. His life must go on and he makes friends with other inmates like Red (wonderfully acted out by Morgan Freeman) and Brooks Hatlen (James Whitmore brings tears to your eyes). Warden Norton (played immensely evil by Bob Gunton) and Captain Hadley (Clancy Brown) don't make Andy's life comfortable in the prison, but with Andy's unique skills he manages to win their attention and gratitude.This film has some terrific moments like the helicopter shot over the Shawshank Prison and the stunningly beautiful scene where Andy locks himself up in the Warden's office and plays Mozart to all the inmates. Morgan Freeman's raw voice makes this moment more powerful than any other moment in any other movie I ever saw. At the release of the film, people criticised the film harshly and wasn't a big hit, certainly not at the box-office. But when the film appeared in the stores it became an enormous hit. And until this day, for over 4-5 years now I believe, it stands on the second place in the top 250, one place away from The Godfather.This is a film you have to see once in your life!"
68,True,"I myself, like most people, love this movie and whenever it got to the end where you see Andy and Red smiling and embracing on the beach it always sent chills through my soul, but I realized that in addition to that sequence, where not a word is spoken between the two men, it's that 'deep blue ocean' that makes the ending so dramatic. I think with the exception of a few outdoor scenes in the movie where you see a little sky, the bulk of the movie is shot in the drab gray tones of prison (cause prison is drab and gray), so when that BIG BLUE OCEAN hit's your eyes, it makes the whole experience of their freedom and the fact that they never gave up hope that much more dramatic.Hope is definitely a good thing and quite possibly, the best of ALL things."
69,True,"I am a 38 Years old man from england who works for the second biggest oil company in the world.........I have : lovely family......great friends.....good job.......The film is perfect time and time again every time you watch it !!! Talking Points , Settings & locations , Actors , So much feeling , fantastic score , and everybody involved in the production produced a masterpiece..........Extra special thanks to Frank Darabont ( i sincerely hope you are very happy and everything in your life is good )..............A total must have in the collection.............Thank you Trev"
70,True,"Andy (superb Tim Robbins) is condemned to stay all his life in prison due to two murders he has not done. There, he will meet Red (Morgan Freeman, impressive, these is one of the best relation love/friendship of all the movies I've ever seen). Red understand perfectly Andy and guides him at the first moments, as we see Andy from Red's eyes, his loyalty and admiration. We understand all these only by his looks and his moves, in one of the best parts of Freeman. Robbins play the part of a distant character, brave, righteous, intelligent, but as everyone, weak, frightened. It's like an angel in the depht of hell. The hardness of the prison and the corruption of the prison system is perfectly told to us by Darabont perfectly. Its realism is sometimes disgusting and the hardest scenes touches you at the depht of your heart. The film has a very high dramatic part, but in any moment becomes too sweety. Its wonderful dialogues, its magnificent study of characters and their psychologies, the charisma of Robbin's character, well absolutely everything helps that this film becomes part of the selected group of every time masterpieces. There are two scenes that I've loved a lot. The one where, Andy is able to listen, relaxed to a Mozart's Opera in the director prison's office (although being in prison, at that moment, Andy is free). And the other where, one of the prisoners, being very old and having spend almost all his life in prison, commits suicide as he cannot get used to a life in freedom. However, despite all the hardness and the few holes to hope that there's in the movie, at the end there's always a little ray of light. The Shawshank Redemption is that, a chant for life, for our dreams... a masterpiece."
71,True,"Undoubtedly one of the greatest movies I have ever seen. The outstanding performances by Tim Robbins and Morgan Freeman left me with feelings so profound of being in that prison with them. Be warned that the first half of the film is visually and psychologically confronting.The film deals with fundamental themes of friendship and hope whilst delivering some very powerful social commentary. I am left questioning the state of our justice system. We lock away these ""threats to society"", alienate them and subject them to the most hostile and unnatural of environments. Then when they have served their life terms, we throw them back into society with the expectation for them to live normally and abide by values never once upheld or taught in their filthy prison cells. The Shawshank Redemption tells a very powerful story. A story that made me laugh and cry. It ignited just about every human emotion I could possibly experience in just over a two hour period of time.A truly amazing film, 10 out of 10 from me!"
72,True,The Shawshank Redemption as a film is the most powerful and moving films I have seen and regard it as the best of all time yes there are many grate film out there many that are over looked by many people but as this film has shown box office ratings mean very little in the grand stage time a film that ca be classed as a true classic is one like this thats stands the test of time with grate acting and filming this one move people in ways other films can only hope to do. An it transcends all ages and class with a true hart felt tale of two men over coming adversity in a truly horrible place like the Shawshank prison in this way it moves me to think how would i cope in that place if i could at all stand that kind of life for that long but it has a lighter side to it as Andy get one over the Worden and escapes the cells to freedom
73,True,"I rarely post comments on movies unless I, {A) Really love it, (B) Really hate it. This falls in the 'really love' category. The first time I watched this picture, I thought it was great, but much to dark and emotional, and contained unnecessary violence/sexuality. After viewing it 2 or 3 times, I finally understand why this movie is so highly ranked by IMDb regulars, and I also have come to understand why the scenes of violence and brutality toward Andy Dufresne (Tim Robbins) were included in this film. I also understand why James Whitmore's character Brooks Hatlen behaved the way he did. It was all the nastiness that happened to people we really like that makes the victory complete at the end. 5 years ago I would have called The Shawshank Redemption an overrated, self-indulging unnecessarily dark picture deserving a rating of 5 or perhaps 6 at best. Now that the move is nearly 12 years old, and now that I've watched it enough to finally ""get it"", I must agree with the masses and score this with a 9+. One of the best movies ever made and certainly the best of the Stephen King adaptations. How could I have been so obtuse?"
74,True,"I think the shawshank redemption is the best film ever made. It is considered as a drama, but in my opinion this fantastic and entertaining movie has no genre. In my country (Argentina) not a lot of people has seen it but i'm trying to change that situation by recommending it to everybody. Despite not having a great success while it was at the theaters, now with the VHS and the DVD, a lot of people is having a chance to enjoy 142 minutes of greatness and get away from their boring lives at least for just a while. I find the twist that the story makes when Andy escapes from shawshank as simply perfect and unexpected. The only thing i consider that is wrong on the film is that when the movie is over you want to see more and you can't see more because the movie ended and ended perfectly, but i think that with a masterpiece like the shawshank redemption not even 10 hours of movie would be enough. Well i've got a lot more things to say but i don't know really how to express myself. So if haven't seen it, what are you waiting for? just put your shoes on a go running to the video and i know you'll enjoy it. I would like to know who is Allen Greene, i'll get very happy if you e mail me back telling me who he is. Simply the best movie ever made."
75,True,"This movie will be one of my favorite's of all time, it's heartwarming, sad, funny at times and won't let you down. justice is served! Morgan Freeman plays the supporting character for Tim Robbins and just made the movie. He creates so much emotion to this film as the narrator and supporting character to the storyline it just leaves you in total awe of his talent."
76,True,"The Shawshank Redemption is one of the most uplifting, its have been 23 years but it's still one of the best classic movie ever i saw, morally satisfying films of the '90s. Not because it's religious  God never visits Shawshank  but because this is a story of finding hope in an unshakable friendship between two human beings. i almost saw it 20 times. it's give you a perfect taste of this movie. Trust me you can feel it."
